PubMed_ID	Year	Title
38635981	2024	The Alzheimer's Knowledge Base: A Knowledge Graph for Alzheimer Disease Research.
38605639	2024	KDGene: knowledge graph completion for disease gene prediction using
38467324	2024	ParTRE: A relational triple extraction model of complicated entities and
39392404	2024	TarKG: a comprehensive biomedical knowledge graph for target discovery.
38147362	2024	Mining literature and pathway data to explore the relations of ketamine with
39475821	2024	Question Answering for Electronic Health Records: Scoping Review of Datasets and
39345660	2024	Knowledge mapping and bibliometric analysis of medical knee magnetic resonance
38548835	2024	Accurate and interpretable drug-drug interaction prediction enabled by knowledge
38837744	2024	Knowledge Graph Convolutional Network with Heuristic Search for Drug
39693482	2024	An Automatic and End-to-End System for Rare Disease Knowledge Graph Construction
39025897	2024	Explainable drug repurposing via path based knowledge graph completion.
39468510	2024	Bridging chemical structure and conceptual knowledge enables accurate prediction
38886444	2024	Knowledge graph-derived feed efficiency analysis via pig gut microbiota.
37963003	2024	Improving Cancer Survival Prediction via Graph Convolutional Neural Network
39490935	2024	Overview and trend analysis of global hot spring research based on bibliometrics
39229008	2024	Creating and leveraging bespoke large-scale knowledge graphs for comparative
39383072	2024	A Knowledge Graph-Based Method for Drug-Drug Interaction Prediction With
39149355	2024	Path-based reasoning for biomedical knowledge graphs with BioPathNet.
39506988	2024	Knowledge graph embeddings in the biomedical domain: are they useful? A look at
39167510	2024	KGRACDA: A Model Based on Knowledge Graph from Recursion and Attention
39149283	2024	Drug Repurposing using consilience of Knowledge Graph Completion methods.
39015745	2024	Knowledge graph construction for heart failure using large language models with
39176526	2024	SIMpat: A Synthetic Benchmark for Similarity Metrics on Patient Representations.
38605048	2024	An open source knowledge graph ecosystem for the life sciences.
38293574	2024	DbKB a knowledge graph dataset for diabetes: A system biology approach.
38773619	2024	The biomedical knowledge graph of symptom phenotype in coronary artery plaque:
38520725	2024	Ensemble pretrained language models to extract biomedical knowledge from
38913860	2024	HGTDR: Advancing drug repurposing with heterogeneous graph transformers.
38184674	2024	Constructing a finer-grained representation of clinical trial results from
38578805	2024	A probabilistic knowledge graph for target identification.
38531680	2024	Multimodal learning for temporal relation extraction in clinical texts.
38608849	2024	DTKGIN: Predicting drug-target interactions based on knowledge graph and intent
36682018	2023	Biological knowledge graph-guided investigation of immune therapy response in
36703901	2023	Knowledge and data-driven prediction of organ failure in critical care patients.
37250641	2023	Early detection of Parkinson's disease through enriching the electronic health
36752514	2023	ARAX: a graph-based modular reasoning tool for translational biomedicine.
37361885	2023	An Ostensive Information Architecture to Enhance Semantic Interoperability for
37587836	2023	KGETCDA: an efficient representation learning framework based on knowledge graph
37549065	2023	Few-shot biomedical named entity recognition via knowledge-guided instance
38147864	2023	Knowledge Representation and Management 2022: Findings in Ontology Development
37601534	2023	Analysis of the evolution of COVID-19 disease understanding through temporal
37866942	2023	[Knowledge Graph-Based Prediction of Potentially Inappropriate Medication].
37817193	2023	Construction of a knowledge graph for breast cancer diagnosis based on Chinese
37391722	2023	Comparing methods for drug-gene interaction prediction on the biomedical
37749605	2023	Integrative rare disease biomedical profile based network supporting drug
37130580	2023	KGANSynergy: knowledge graph attention network for drug synergy prediction.
37818330	2023	KSFinder-a knowledge graph model for link prediction of novel phosphorylated
37577545	2023	From Answers to Insights: Unveiling the Strengths and Limitations of ChatGPT and
37163343	2023	Chinese Clinical Named Entity Recognition From Electronic Medical Records Based
36732524	2023	Building a knowledge graph to enable precision medicine.
37464259	2023	Semantically enabling clinical decision support recommendations.
37682956	2023	A large-scale evaluation of NLP-derived chemical-gene/protein relationships from
37700258	2023	An approach for proteins and their encoding genes synonyms integration based on
38066573	2023	BioBLP: a modular framework for learning on multimodal biomedical knowledge
37324451	2023	The construction of a TCM knowledge graph and application of potential knowledge
37532000	2023	GENA: A knowledge graph for nutrition and mental health.
38222382	2023	Development of a Knowledge Graph Embeddings Model for Pain.
37955948	2023	A Mobile App That Addresses Interpretability Challenges in Machine Learning-Based
36746345	2023	DGCL: Distance-wise and Graph Contrastive Learning for medication recommendation.
35724280	2023	KGNMDA: A Knowledge Graph Neural Network Method for Predicting Microbe-Disease
37187795	2023	Mpox Knowledge Graph: a comprehensive representation embedding chemical entities
38242107	2023	Novel graph-based machine-learning technique for viral infectious diseases:
38173909	2023	A digital twin model for evidence-based clinical decision support in multiple
36621750	2023	Mining for equitable health: Assessing the impact of missing data in electronic
37188275	2023	Evolution-strengthened knowledge graph enables predicting the targetability and
38282798	2023	In silico protein function prediction: the rise of machine learning-based
37601035	2023	Development of a knowledge graph framework to ease and empower translational
37900350	2023	An approach for collaborative development of a federated biomedical knowledge
37742417	2023	Research on named entity recognition of Traditional Chinese Medicine chest
37502882	2023	Predicting nutrition and environmental factors associated with female
37332351	2023	Research on named entity recognition of adverse drug reactions based on NLP and
37224532	2023	GePI: large-scale text mining, customized retrieval and flexible filtering of
37717042	2023	DrugMechDB: A Curated Database of Drug Mechanisms.
38832084	2023	DiscoverPath: A Knowledge Refinement and Retrieval System for Interdisciplinarity
37481946	2023	RDKG-115: Assisting drug repurposing and discovery for rare diseases by trimodal
35687647	2023	GOGCN: Graph Convolutional Network on Gene Ontology for Functional Similarity
37704104	2023	MKCL: Medical Knowledge with Contrastive Learning model for radiology report
36540968	2023	Time-aware Embeddings of Clinical Data using a Knowledge Graph.
36849466	2023	Knowledge grounded medical dialogue generation using augmented graphs.
38028962	2023	ADHD-KG: a knowledge graph of attention deficit hyperactivity disorder.
37290540	2023	Integrating domain knowledge for biomedical text analysis into deep learning: A
37868056	2023	Predicting protein and pathway associations for understudied dark kinases using
36868686	2023	Automatic knowledge graph population with model-complete text comprehension for
35969556	2023	Knowledge Guided Feature Aggregation for the Prediction of Chronic Obstructive
37879936	2023	[Overview of the application of knowledge graphs in the medical field].
37656647	2023	A Deep Learning Approach to the Prediction of Drug Side-Effects on Molecular
36660407	2023	Meta-path guided graph attention network for explainable herb recommendation.
36738869	2023	Defining the distance between diseases using SNOMED CT embeddings.
37346701	2023	Graph data science and machine learning for the detection of COVID-19 infection
36680346	2023	Application of an in silico approach identifies a genetic locus within ITGB2, and
37230406	2023	Towards electronic health record-based medical knowledge graph construction,
37397987	2023	Serial KinderMiner (SKiM) Discovers and Annotates Biomedical Knowledge Using
38027969	2023	Multi-ontology embeddings approach on human-aligned multi-ontologies
37291761	2023	MCFF-MTDDI: multi-channel feature fusion for multi-typed drug-drug interaction
37778673	2023	Hyperbolic hierarchical knowledge graph embeddings for biological entities.
37432797	2023	K-PathVQA: Knowledge-Aware Multimodal Representation for Pathology Visual
37770956	2023	Analysis and implementation of the DynDiff tool when comparing versions of
37809860	2023	Analysing the current status, hotspots, and future trends of technology
37759342	2023	Clustering rare diseases within an ontology-enriched knowledge graph.
37131675	2023	Integrative Rare Disease Biomedical Profile based Network Supporting Drug
37000304	2023	Emerging trends and research foci of deep learning in spine: bibliometric and
37086959	2023	Causal feature selection using a knowledge graph combining structured knowledge
37292731	2023	Repurposing Non-pharmacological Interventions for Alzheimer's Diseases through
37131885	2023	BioThings Explorer: a query engine for a federated knowledge graph of biomedical
36933632	2023	Developing a Knowledge Graph for Pharmacokinetic Natural Product-Drug
37862061	2023	Potential Target Discovery and Drug Repurposing for Coronaviruses: Study
38076987	2023	Characterization of methods for mechanistic inference of the gut microbiome in
37458501	2023	RDBridge: a knowledge graph of rare diseases based on large-scale text mining.
37195430	2023	From Data to Wisdom: Biomedical Knowledge Graphs for Real-World Data Insights.
37203473	2023	Building a Disease Knowledge Graph.
37707514	2023	BioThings Explorer: a query engine for a federated knowledge graph of biomedical
38040715	2023	HALD, a human aging and longevity knowledge graph for precision gerontology and
37941825	2023	Predicting drug-drug interactions based on multi-view and multichannel attention
37903412	2023	HetDDI: a pre-trained heterogeneous graph neural network model for drug-drug
36918766	2023	Multi-view feature representation and fusion for drug-drug interactions
38015956	2023	Overview of DrugProt task at BioCreative VII: data and methods for large-scale
37644440	2023	A knowledge graph approach to predict and interpret disease-causing gene
37203484	2023	Exploring Use Cases for CovidGraph.
37203634	2023	The MeDaX Knowledge Graph Prototype.
37947958	2023	Semantic representation of neural circuit knowledge in Caenorhabditis elegans.
37162850	2023	Semantic Representation of Neural Circuit Knowledge in Caenorhabditis elegans.
37673376	2023	BioREx: Improving biomedical relation extraction by leveraging heterogeneous
36780558	2023	AI reveals insights into link between CD33 and cognitive impairment in
37892864	2023	AIMS: An Automatic Semantic Machine Learning Microservice Framework to Support
37276949	2023	Multimodal learning on graphs for disease relation extraction.
37902366	2023	A Knowledge Graph Approach to Elucidate the Role of Organellar Pathways in
37777722	2023	A systematic review and knowledge mapping on ICT-based remote and automatic
36658526	2023	Knowledge Graph Embeddings for ICU readmission prediction.
37759668	2023	Literature-Based Discovery to Elucidate the Biological Links between Resistant
38106100	2023	Hypothesizing mechanistic links between microbes and disease using knowledge
37284084	2023	Automatic knowledge extraction from Chinese electronic medical records and
37502629	2023	BioREx: Improving Biomedical Relation Extraction by Leveraging Heterogeneous
37648800	2023	Selective UMLS knowledge infusion for biomedical question answering.
37883224	2023	Protocol to implement a computational pipeline for biomedical discovery based on
36759942	2023	The scalable precision medicine open knowledge engine (SPOKE): a massive
37434126	2023	Effect of Artificial Intelligence-based Health Education Accurately Linking
37580835	2023	Multi-domain knowledge graph embeddings for gene-disease association prediction.
37681175	2023	MultiGML: Multimodal graph machine learning for prediction of adverse drug
36540992	2023	Knowledge-Driven Mechanistic Enrichment of the Preeclampsia Ignorome.
37632414	2023	Large-Scale Biomedical Relation Extraction Across Diverse Relation Types: Model
37018305	2023	Insight Extraction From E-Health Bookings by Means of Hypergraph and Machine
37538250	2023	Global Status and Future Trends of Fascia and Pain Research in 2013-2022:
37161128	2023	Construction and application of Chinese breast cancer knowledge graph based on
36824742	2023	Clustering rare diseases within an ontology-enriched knowledge graph.
36836694	2023	Hot Spots and Trends in the Relationship between Cancer and Obesity: A Systematic
38187653	2023	Iterative Prompt Refinement for Mining Gene Relationships from ChatGPT.
36645245	2023	SLGNN: synthetic lethality prediction in human cancers based on factor-aware
38624759	2023	Enhancing drug-drug interaction prediction by three-way decision and knowledge
37005634	2023	The impact of COVID-19 on online medical education: a knowledge graph analysis
37161813	2023	[Study on the explicitation of implicit knowledge and the construction of
37322032	2023	Biomedical knowledge graph learning for drug repurposing by extending
37190452	2023	A Method Based on Temporal Embedding for the Pairwise Alignment of Dynamic
38132500	2023	A Visualization Method of Knowledge Graphs for the Computation and Comprehension
37915001	2023	Serial KinderMiner (SKiM) discovers and annotates biomedical knowledge using
37221044	2023	BLAB2CancerKD: a knowledge graph database focusing on the association between
37544660	2023	A model-agnostic framework to enhance knowledge graph-based drug combination
37339154	2023	Knowledge graph embedding for profiling the interaction between transcription
37963898	2023	Node embedding-based graph autoencoder outlier detection for adverse pregnancy
36901929	2023	MSEDDI: Multi-Scale Embedding for Predicting Drug-Drug Interaction Events.
37145951	2023	A Self-Supervised Framework for Learning Biological Entities Representation by
36777631	2023	Combining the External Medical Knowledge Graph Embedding to Improve the
37205439	2023	DrugMechDB: A Curated Database of Drug Mechanisms.
37100505	2023	Knowledge graph assisted end-to-end medical dialog generation.
36621289	2023	Extraction of knowledge graph of Covid-19 through mining of unstructured
37569714	2023	Literature-Based Discovery Predicts Antihistamines Are a Promising Repurposed
37788508	2023	Incorporating entity-level knowledge in pretrained language model for biomedical
37108117	2023	BioGraph: Data Model for Linking and Querying Diverse Biological Metadata.
37705622	2023	A BERT-Span model for Chinese named entity recognition in rehabilitation
36304325	2022	The druggable genome: Twenty years later.
35207606	2022	SmileGNN: Drug-Drug Interaction Prediction Based on the SMILES and Graph Neural
37602759	2022	KGML-xDTD: a knowledge graph-based machine learning framework for drug treatment
37113445	2022	The Role of Information Boxes in Search Engine Results for Symptom Searches:
36151740	2022	A review of biomedical datasets relating to drug discovery: a knowledge graph
35449857	2022	Online Disease Identification and Diagnosis and Treatment Based on Machine
34755867	2022	PDBe-KB: collaboratively defining the biological context of structural data.
36093122	2022	A biomedical open knowledge network harnesses the power of AI to understand deep
36280134	2022	DRGCNCDA: Predicting circRNA-disease interactions based on knowledge graph and
36147662	2022	The potential of a data centred approach & knowledge graph data representation in
35908002	2022	Application of Medical Knowledge Graphs in Cardiology and Cardiovascular
35673010	2022	POKR: Building a Computable Heterogeneous Knowledge Resource for Precision
36371975	2022	Clinical decision support system for hypertension medication based on knowledge
36067109	2022	SimH: A Novel Representation Learning Model With Activation and Projection
35037225	2022	AgroLD: A Knowledge Graph Database for Plant Functional Genomics.
36035294	2022	A Rule-Based Inference Framework to Explore and Explain the Biological Related
35713867	2022	BioBERT and Similar Approaches for Relation Extraction.
35908055	2022	A multi-layer soft lattice based model for Chinese clinical named entity
35476822	2022	Construction of a Linked Data Set of COVID-19 Knowledge Graphs: Development and
35150235	2022	Multimodal reasoning based on knowledge graph embedding for specific diseases.
36207085	2022	Boosting lesion annotation via aggregating explicit relations in external medical
35856889	2022	A sequence labeling framework for extracting drug-protein relations from
35611543	2022	Progress toward a universal biomedical data translator.
36072713	2022	A Comprehensive Quantitative and Biological Neural Network Optimization Model of
37128414	2022	Discovering causal paths to diabetic nephropathy by combining computable
35761319	2022	A hybrid method based on semi-supervised learning for relation extraction in
35637735	2022	A graph-embedded topic model enables characterization of diverse pain phenotypes
35102292	2022	A knowledge graph to interpret clinical proteomics data.
36471947	2022	[Visualization of research in treatment of vascular dementia by CiteSpace].
34718207	2022	Knowledge-based approaches to drug discovery for rare diseases.
35854760	2022	Prior Knowledge Enhances Radiology Report Generation.
35214446	2022	Graph Representation Learning-Based Early Depression Detection Framework in Smart
35801474	2022	Matching biomedical ontologies with GCN-based feature propagation.
35636720	2022	idse-HE: Hybrid embedding graph neural network for drug side effects prediction.
34971981	2022	Safe medicine recommendation via star interactive enhanced-based transformer
36108322	2022	Context-Enriched Learning Models for Aligning Biomedical Vocabularies at Scale in
35013714	2022	NETME: on-the-fly knowledge network construction from biomedical literature.
36304281	2022	Computational Literature-based Discovery for Natural Products Research: Current
34990838	2022	CODER: Knowledge-infused cross-lingual medical term embedding for term
34986221	2022	STonKGs: a sophisticated transformer trained on biomedical text and knowledge
35658098	2022	Deep Denoising of Raw Biomedical Knowledge Graph From COVID-19 Literature,
35930346	2022	Deciphering the Diversity of Mental Models in Neurodevelopmental Disorders:
36284225	2022	Modeling electronic health record data using an end-to-end
35800847	2022	Knowledge Graph Applications in Medical Imaging Analysis: A Scoping Review.
35343842	2022	Developing an Intuitive Graph Representation of Knowledge for Nonpharmacological
36276852	2022	Knowledge-Based Recurrent Neural Network for TCM Cerebral Palsy Diagnosis.
35653350	2022	AnthraxKP: a knowledge graph-based, Anthrax Knowledge Portal mined from
35709900	2022	Discovering novel drug-supplement interactions using SuppKG generated from the
36070624	2022	A biomedical knowledge graph-based method for drug-drug interactions prediction
36180861	2022	Mining on Alzheimer's diseases related knowledge graph to identity potential
32750871	2022	A Scalable Embedding Based Neural Network Method for Discovering Knowledge From
35198638	2022	Question Answering System Based on Knowledge Graph in Traditional Chinese
40936734	2022	Semantic Annotation of NIH Funding Data for Supporting Rare Disease Research.
36347868	2022	Towards a knowledge graph for pre-/probiotics and microbiota-gut-brain axis
34875418	2022	ExTRI: Extraction of transcription regulation interactions from literature.
36384050	2022	Ensembles of knowledge graph embedding models improve predictions for drug
35655307	2022	Expediting knowledge acquisition by a web framework for Knowledge Graph
36085310	2022	Integrating and formatting biomedical data as pre-calculated knowledge graph
35669723	2022	Research Trends around Exercise Rehabilitation among Cancer Patients: A
34375284	2022	A Multimodal Framework for Improving in Silico Drug Repositioning With the Prior
36186430	2022	An integrated platform for Brucella with knowledge graph technology: From genomic
35621799	2022	Bibliometric Analyses of Web of Science Illuminate Research Advances of
34993070	2022	Model-based clinical note entity recognition for rheumatoid arthritis using
35673023	2022	A Knowledge Graph of Mechanistic Associations Between COVID-19, Diabetes
36388397	2022	Editorial: Biomedical informatics applications in rare diseases.
36812614	2022	Diseasomics: Actionable machine interpretable disease knowledge at the
36271850	2022	LaGAT: link-aware graph attention network for drug-drug interaction prediction.
35571058	2022	BioTAGME: A Comprehensive Platform for Biological Knowledge Network Analysis.
35351890	2022	Knowledge graph-based recommendation framework identifies drivers of resistance
35847767	2022	CompositeView: A Network-Based Visualization Tool.
35938002	2022	MLEE: A method for extracting object-level medical knowledge graph entities from
35246025	2022	Task-driven knowledge graph filtering improves prioritizing drugs for
35428175	2022	Answering medical questions in Chinese using automatically mined knowledge and
35753606	2022	A knowledge graph embedding based approach to predict the adverse drug reactions
34471921	2022	Graph representation learning in bioinformatics: trends, methods and
35213534	2022	Causal reasoning over knowledge graphs leveraging drug-perturbed and
34788369	2022	DeepKG: an end-to-end deep learning-based workflow for biomedical knowledge graph
36533264	2022	The global integrative network: integration of signaling and metabolic pathways.
35193692	2022	Extending electronic medical records vector models with knowledge graphs to
32995367	2022	Drug repurposing for COVID-19 using graph neural network and harmonizing multiple
35547570	2022	Representing Normal and Abnormal Physiology as Routes of Flow in ApiNATOMY.
35817308	2022	Contexts and contradictions: a roadmap for computational drug repurposing with
36266295	2022	An automatic hypothesis generation for plausible linkage between xanthium and
35872266	2022	Multiview Incomplete Knowledge Graph Integration with application to
36463882	2022	Knowledge Representation and Management: Notable Contributions in 2021.
40636350	2022	Visual analysis of mesenchymal stem cell research in liver disease based on
35616633	2022	The LOTUS initiative for open knowledge management in natural products research.
36347537	2022	e-TSN: an interactive visual exploration platform for target-disease knowledge
37128437	2022	A knowledge graph-based disease-gene prediction system using multi-relational
35798258	2022	SiBERT: A Siamese-based BERT network for Chinese medical entities alignment.
35840060	2022	KG-Predict: A knowledge graph computational framework for drug repurposing.
36338335	2022	MedGraph: A semantic biomedical information retrieval framework using knowledge
35936510	2022	Optimizations for Computing Relatedness in Biomedical Heterogeneous Information
35217186	2022	Leveraging Multi-source knowledge for Chinese clinical named entity recognition
35536818	2022	Biomedical Relation Extraction With Knowledge Graph-Based Recommendations.
36175836	2022	RTX-KG2: a system for building a semantically standardized knowledge graph for
36032005	2022	Graph-based structural knowledge-aware network for diagnosis assistant.
35182735	2022	Defining clinical outcome pathways.
35963184	2022	AsthmaKGxE: An asthma-environment interaction knowledge graph leveraging public
35186106	2022	Decision-Making System for the Diagnosis of Syndrome Based on Traditional Chinese
36258252	2022	Expanding a database-derived biomedical knowledge graph via multi-relation
36712855	2022	Biological gene extraction path based on knowledge graph and natural language
36053172	2022	BERN2: an advanced neural biomedical named entity recognition and normalization
36326815	2022	The Application of Graph Theoretical Analysis to Complex Networks in Medical
35880623	2022	Implications of topological imbalance for representation learning on biomedical
35815295	2022	Knowledge Graph and Deep Learning-based Text-to-GQL Model for Intelligent Medical
34649044	2022	Toward better drug discovery with knowledge graph.
36101548	2022	Exploring relationship between emotion and probiotics with knowledge graphs.
35809972	2022	Gated Tree-based Graph Attention Network (GTGAT) for medical knowledge graph
35304504	2022	A knowledge graph of clinical trials ([Formula: see text]).
35855405	2022	GFCNet: Utilizing graph feature collection networks for coronavirus knowledge
35363142	2022	A Smart Mobile App to Simplify Medical Documents and Improve Health Literacy:
36053574	2022	Leveraging Representation Learning for the Construction and Application of a
35453147	2022	Attention-based Knowledge Graph Representation Learning for Predicting Drug-drug
35323892	2022	A knowledge-driven network for fine-grained relationship detection between miRNA
35821898	2022	Wikidata and the bibliography of life.
35716558	2022	Knowledge matters: Chest radiology report generation with general and specific
35454813	2022	Ontologies and Knowledge Graphs in Oncology Research.
34915552	2022	Embedding electronic health records onto a knowledge network recognizes prodromal
35511108	2022	GraphTGI: an attention-based graph embedding model for predicting TF-target gene
36427233	2022	The Generation of a Lung Cancer Health Factor Distribution Using Patient Graphs
35224477	2021	Semantic Integration of Multi-Modal Data and Derived Neuroimaging Results Using
34209818	2021	Toward a Coronavirus Knowledge Graph.
37981991	2021	Leveraging Structured Biological Knowledge for Counterfactual Inference: A Case
34920699	2021	Improving deep learning method for biomedical named entity recognition by using
33680447	2021	Knowledge Graphs of Kawasaki Disease.
40932882	2021	Scientific Evidence Based Knowledge Graph in Rare Diseases.
33445483	2021	Knowledge Network Embedding of Transcriptomic Data from Spaceflown Mice Uncovers
34819064	2021	Predicting the hosts of prokaryotic viruses using GCN-based semi-supervised
33720331	2021	MUFFIN: multi-scale feature fusion for drug-drug interaction prediction.
34081107	2021	PDBe aggregated API: programmatic access to an integrative knowledge graph of
33941085	2021	The Coronavirus Network Explorer: mining a large-scale knowledge graph for
33964127	2021	CLEP: a hybrid data- and knowledge-driven framework for generating patient
34613368	2021	COVID-19 Knowledge Graph from semantic integration of biomedical literature and
35821978	2021	Robust Knowledge Graph Completion with Stacked Convolutions and a Student
34283031	2021	A Biomedical Knowledge Graph System to Propose Mechanistic Hypotheses for
34252965	2021	KG4SL: knowledge graph neural network for synthetic lethality prediction in human
33482803	2021	A protocol for adding knowledge to Wikidata: aligning resources on human
34073456	2021	Biomedical Text Link Prediction for Drug Discovery: A Case Study with COVID-19.
34322474	2021	Research on the Construction and Application of Breast Cancer-Specific Database
34180203	2021	[Research on entity relationship extraction of Chinese medical literature and
34920700	2021	Deep learning with language models improves named entity recognition for
34322655	2021	Discovering and Summarizing Relationships Between Chemicals, Genes, Proteins, and
34289807	2021	Disease ontologies for knowledge graphs.
33833858	2021	Research on Medical Knowledge Graph for Stroke.
34604514	2021	A knowledge graph based question answering method for medical domain.
34358107	2021	Current Status of Baricitinib as a Repurposed Therapy for COVID-19.
34543288	2021	Biomedical Data Commons (BMDC) prioritizes B-lymphocyte non-coding genetic
33175089	2021	COVID-KOP: integrating emerging COVID-19 data with the ROBOKOP database.
34412847	2021	A framework to extract biomedical knowledge from gluten-related tweets: The case
34514393	2021	CADA: phenotype-driven gene prioritization based on a case-enriched knowledge
33769494	2021	SumGNN: multi-typed drug interaction prediction via efficient knowledge graph
34252923	2021	Bacteriophage classification for assembled contigs using graph convolutional
34128811	2021	Constructing High-Fidelity Phenotype Knowledge Graphs for Infectious Diseases
34458724	2021	A Policy-Driven Approach to Secure Extraction of COVID-19 Data From Research
34910274	2021	Data Centric Molecular Analysis and Evaluation of Hepatocellular Carcinoma
34142015	2021	Comparative effectiveness of medical concept embedding for feature engineering in
33554913	2021	A Systems Biology Approach for Hypothesizing the Effect of Genetic Variants on
33843398	2021	Knowledge graphs and their applications in drug discovery.
35308956	2021	Discovering Associations between Social Determinants and Health Outcomes: Merging
34478489	2021	FORUM: building a Knowledge Graph from public databases and scientific literature
33107905	2021	A representation model for biological entities by fusing structured axioms with
33406037	2021	Contrast-Attentive Thoracic Disease Recognition With Dual-Weighting Graph
34042777	2021	Using Knowledge Graphs to Plausibly Infer Missing Associations in EMR Data.
33495660	2021	Visual SLAM for robot navigation in healthcare facility.
34693372	2021	Accessing scientific data through knowledge graphs with Ontop.
33341877	2021	PharmKG: a dedicated knowledge graph benchmark for bomedical data mining.
34393789	2021	Expert-Augmented Computational Drug Repurposing Identified Baricitinib as a
34125897	2021	DGLinker: flexible knowledge-graph prediction of disease-gene associations.
34042671	2021	Building a Knowledge Graph Representing Causal Associations Between Risk Factors
33794760	2021	HARVESTMAN: a framework for hierarchical feature learning and selection from
34794473	2021	Scientific evidence based rare disease research discovery with research funding
32065227	2021	Biological applications of knowledge graph embedding models.
34900233	2021	An empirical study on Resource Description Framework reification for
33742785	2021	Application of MCAT questions as a testing tool and evaluation metric for
33816992	2021	Application and evaluation of knowledge graph embeddings in biomedical data.
34325669	2021	Mining a stroke knowledge graph from literature.
34346903	2021	Construction of Genealogical Knowledge Graphs From Obituaries: Multitask Neural
34976109	2021	MKA: A Scalable Medical Knowledge-Assisted Mechanism for Generative Models on
34848761	2021	Drug repurposing for COVID-19 using graph neural network and harmonizing multiple
34789243	2021	Automatic diagnosis of COVID-19 infection based on ontology reasoning.
33724197	2021	Using a Personal Health Library-Enabled mHealth Recommender System for
34181736	2021	CROssBAR: comprehensive resource of biomedical relations with knowledge graph
34066262	2021	Visualization and Analysis of Mapping Knowledge Domains for Food Waste Studies.
31295118	2021	Relation Prediction of Co-Morbid Diseases Using Knowledge Graph Completion.
34093095	2021	Pay attention to doctor-patient dialogues: Multi-modal knowledge graph attention
34185011	2021	Drug-Drug Interaction Predictions via Knowledge Graph and Text Embedding:
34777727	2021	Multitask Healthcare Management Recommendation System Leveraging Knowledge Graph.
34297570	2021	Knowledge Graph-Based Approaches to Drug Repurposing for COVID-19.
34653225	2021	Identifying disease-gene associations using a convolutional neural network-based
33750020	2021	KnetMiner: a comprehensive approach for supporting evidence-based gene discovery
34119691	2021	Learning Drug-Disease-Target Embedding (DDTE) from knowledge graphs to inform
34694230	2021	Adverse Drug Event Prediction Using Noisy Literature-Derived Knowledge Graphs:
34119692	2021	KeMRE: Knowledge-enhanced medical relation extraction for Chinese medicine
34200671	2021	A Literature-Derived Knowledge Graph Augments the Interpretation of Single Cell
34844576	2021	Path-based knowledge reasoning with textual semantic information for medical
34326889	2021	Design and Evaluation of a Prescription Drug Monitoring Program for Chinese
32591802	2021	Enriching contextualized language model from knowledge graph for biomedical
33262885	2021	Predicting the relationships between gut microbiota and mental disorders with
34057414	2021	Head and Tail Entity Fusion Model in Medical Knowledge Graph Construction: Case
31797583	2020	Robustly Extracting Medical Knowledge from EHRs: A Case Study of Learning a
33183351	2020	An integrative knowledge graph for rare diseases, derived from the Genetic and
32575372	2020	A Knowledge-Based Machine Learning Approach to Gene Prioritisation in Amyotrophic
32985996	2020	Marrying Medical Domain Knowledge With Deep Learning on Electronic Health
32386166	2020	Knowledge Graph-Enabled Cancer Data Analytics.
33372664	2020	Using Character-Level and Entity-Level Representations to Enhance Bidirectional
33746351	2020	Benchmark and Best Practices for Biomedical Knowledge Graph Embeddings.
32343247	2020	A Knowledge Graph of Combined Drug Therapies Using Semantic Predications From
33181823	2020	A Collection of Benchmark Data Sets for Knowledge Graph-based Similarity in the
32706714	2020	Medical Knowledge Graph to Enhance Fraud, Waste, and Abuse Detection on Claim
33147635	2020	Leveraging the UMLS As a Data Standard for Rare Disease Data Normalization and
33026359	2020	Construction of a Digestive System Tumor Knowledge Graph Based on Chinese
32143785	2020	Real-world data medical knowledge graph: construction and applications.
32885786	2020	Chinese Clinical Named Entity Recognition in Electronic Medical Records:
32046238	2020	Information Management in Healthcare and Environment: Towards an Automatic System
33275462	2020	Construction of a knowledge graph for diabetes complications from expert-reviewed
32646496	2020	KGHC: a knowledge graph for hepatocellular carcinoma.
33584816	2020	Adverse Drug Reaction Discovery Using a Tumor-Biomarker Knowledge Graph.
32923430	2020	Explainable Prediction of Medical Codes With Knowledge Graphs.
31797619	2020	A Literature-Based Knowledge Graph Embedding Method for Identifying Drug
32783631	2020	Graph Neural Network-Based Diagnosis Prediction.
32211383	2020	A Computational Approach for Mapping Heme Biology in the Context of Hemolytic
32364514	2020	Multi-Level Representation Learning for Chinese Medical Entity Recognition: Model
32109551	2020	Research on Chinese medical named entity recognition based on collaborative
32410573	2020	Broad-coverage biomedical relation extraction with SemRep.
32348257	2020	A Graph Convolutional Network-Based Method for Chemical-Protein Interaction
32175080	2020	Automatic approach for constructing a knowledge graph of knee osteoarthritis in
32819419	2020	Identifying disease trajectories with predicate information from a knowledge
33954284	2020	Knowledge-Based Biomedical Data Science.
32591513	2020	Building a PubMed knowledge graph.
32477648	2020	Text Snippets to Corroborate Medical Relations: An Unsupervised Approach using a
32878204	2020	Knowledge-Based Decision Support in Healthcare via Near Field Communication.
31368482	2020	Discovering protein drug targets using knowledge graph embeddings.
33330858	2020	Drug Repurposing for COVID-19 using Graph Neural Network with Genetic,
32677883	2020	Incorporating representation learning and multihead attention to improve
32601612	2020	COVID-KOP: Integrating Emerging COVID-19 Data with the ROBOKOP Database.
36277606	2020	Siamese KG-LSTM: A deep learning model for enriching UMLS Metathesaurus synonymy.
